run	BC1	BC2	BC3	BC4	BC5
1124	2041.9358239732	1808.3045074742	4683.6601610788	5090.3292917765	4243.4394293288
1125	2039.7834079169	1809.7271276362	4682.5001019794	5089.7099900510	4243.0300609837
1126	2037.6705811807	1811.0279982468	4681.3340056881	5089.0760630957	4242.6184530864
1127	2035.5994171459	1812.1671950823	4680.1635933964	5088.4273155445	4242.2060586175
1128	2033.5719891941	1813.1047939191	4678.9905862960	5087.7635520315	4241.7943305578
1129	2031.5903707066	1813.8008705334	4677.8167055785	5087.0845771906	4241.3847218878
1130	2029.6566350648	1814.2155007016	4676.6444743768	5086.3901956560	4240.9786855882
1131	2027.7728556501	1814.3087602000	4675.4796235896	5085.6802120617	4240.5776746397
1132	2025.9411058439	1814.0407248049	4674.3286860569	5084.9544310416	4240.1831420228
1133	2024.1634590277	1813.3831695339	4673.1981946186	5084.2135363062	4239.7966610490
1134	2022.4419885829	1812.3546663694	4672.0946821149	5083.4617278714	4239.4202863520
1135	2020.7787678908	1810.9854865350	4671.0246813857	5082.7040848294	4239.0561928965
1136	2019.1758703329	1809.3059012544	4669.9947252710	5081.9456862725	4238.7065556470
1137	2017.6353692905	1807.3461817513	4669.0113466109	5081.1916112929	4238.3735495682
1138	2016.1593381451	1805.1365992492	4668.0810782453	5080.4469389829	4238.0593496245
1139	2014.7498502781	1802.7074249718	4667.2104530143	5079.7167484347	4237.7661307805
1140	2013.4089790709	1800.0889301428	4666.4060037579	5079.0061187406	4237.4960680008
1141	2012.1387979049	1797.3113859858	4665.6742633161	5078.3201289928	4237.2513362500
1142	2010.9413801615	1794.4050637244	4665.0217645290	5077.6638582836	4237.0341104927
1143	2009.8187992221	1791.4002345823	4664.4550402364	5077.0423857052	4236.8465656933
1144	2008.7731284682	1788.3271697832	4663.9806232785	5076.4607903499	4236.6908768165
1145	2007.8064412811	1785.2161405506	4663.6050464953	5075.9241513100	4236.5692188269
1146	2006.9208110422	1782.0974181082	4663.3348427267	5075.4375476776	4236.4837666889
1147	2006.1163362265	1779.0012736797	4663.1765448128	5075.0060585451	4236.4366953672
1148	2005.3852156837	1775.9579784887	4663.1366855936	5074.6347630046	4236.4301798263
1149	2004.7176733566	1772.9978037588	4663.2217979091	5074.3287401485	4236.4663950309
1150	2004.1039331885	1770.1510207138	4663.4384145994	5074.0930690690	4236.5475159454
1151	2003.5342191223	1767.4479005772	4663.7930685044	5073.9328288583	4236.6757175344
1152	2002.9987551013	1764.9187145726	4664.2922924641	5073.8530986087	4236.8531747626
1153	2002.4877650685	1762.5937339238	4664.9426193186	5073.8589574124	4237.0820625944
1154	2001.9914729670	1760.5032298543	4665.7505819079	5073.9554843618	4237.3645559944
1155	2001.5001027398	1758.6774735879	4666.7227130720	5074.1477585490	4237.7028299272
1156	2001.0024827218	1757.1467363481	4667.8655456509	5074.4408590663	4238.0990593574
1157	2000.4818588141	1755.9412893586	4669.1856124846	5074.8398650059	4238.5554192496
1158	1999.9200813099	1755.0914038430	4670.6894464132	5075.3498554602	4239.0740845682
1159	1999.2990005019	1754.6466990674	4672.3835802766	5075.9759095213	4239.6572302779
1160	1998.6004666832	1754.7341864669	4674.2745469148	5076.7231062815	4240.3070313433
1161	1997.8063301467	1755.5002255191	4676.3688791680	5077.5965248331	4241.0256627288
1162	1996.8984411853	1757.0911757016	4678.6731098760	5078.6012442682	4241.8152993991
1163	1995.8586500920	1759.6533964919	4681.1911542259	5079.7423436793	4242.6781163187
1164	1994.6688071598	1763.3332473677	4683.9164567926	5080.9539047093	4243.7670616139
1165	1993.3107626815	1768.2770878064	4686.8398444979	5081.8860192052	4245.8381760572
1166	1991.7663669502	1774.6312772857	4689.9521442638	5082.1177815647	4249.7982735829
1167	1990.0174702587	1782.3817322190	4693.2441830120	5081.2282861854	4256.5541681252
1168	1988.0459229000	1790.8725967634	4696.6930471132	5078.7966274652	4267.0126736184
1169	1985.8335751671	1799.2875720119	4700.2208607320	5075.2793619386	4281.5709437045
1170	1983.3622773529	1806.8103590574	4703.7360074821	5074.6428946881	4298.5874908558
1171	1980.6138797504	1812.6246589929	4707.1468709770	5081.7310929331	4315.9111672525
1172	1977.5702326525	1816.1354956575	4710.3618348300	5101.3878238928	4331.3908250748
1173	1974.2131863521	1817.6331838743	4713.2892826548	5134.4766135755	4344.0680789787
1174	1971.0254829671	1817.6293612124	4715.8468706231	5165.9396231444	4357.7555935237
1175	1970.4934319146	1816.6356652410	4717.9893451399	5181.0583716387	4373.2065214651
1176	1974.8602827444	1815.0947436990	4719.6807251687	5182.3931744447	4374.1649184375
1177	1983.3934782351	1813.1732850050	4720.8850296727	5176.8240460358	4340.1225657952
1178	1994.2330346284	1810.9689877469	4721.5662776154	5169.9230154976	4266.7994974733
1179	2003.9850687877	1808.5795505131	4721.7052625271	5162.0301703647	4203.7423076881
1180	2009.6587532436	1806.1026718917	4721.3498762064	5152.4819216607	4169.6070074230
1181	2011.4093825754	1803.6360504709	4720.5647850187	5141.8319159182	4160.8710150479
1182	2010.1787818745	1801.2773848388	4719.4146553295	5130.9381085463	4171.2387132902
1183	2006.9087762321	1799.1243735837	4717.9641535044	5120.6584549545	4194.4144848772
1184	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1185	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1186	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1187	1989.9629674209	1794.5228440966	4710.4517521544	5102.8404865753	4289.2859592185
1188	1988.4232734746	1794.8635835491	4708.4693851321	5107.9292773783	4284.1512612959
1189	1989.4131382661	1795.9961689077	4706.5746441668	5115.3500205412	4266.5514702245
1190	1993.6579895130	1797.9722472878	4704.8205008224	5122.5307375968	4242.6915058745
1191	2001.8832549328	1800.6592599140	4703.2131474561	5127.4222535113	4218.6191861376
1192	2013.8877680297	1803.8785965383	4701.7470816233	5130.0666069836	4199.7539209932
1193	2025.7639854540	1807.4516469124	4700.4168008796	5131.0286401459	4191.3580184428
1194	2032.6777696425	1811.1998007882	4699.2168027804	5130.8731951304	4196.2977061268
1195	2029.7949830320	1814.9444479176	4698.1415848812	5130.1651140690	4207.8548902433
1196	2284.1363270802	1818.5069780525	4697.1856447375	5129.3758336082	4218.4711003413
1197	2293.8137127020	1821.7087809447	4696.3434799047	5128.6031684513	4226.8106808175
1198	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1199	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1200	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1201	2316.5710663127	2513.3336044678	4694.0025247931	5125.7668452107	4241.8036686725
1202	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1203	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
1204	2320.1369990156	2520.1839159967	4693.1718294434	5124.0301151254	4239.9261558475
1205	2319.3724305470	2522.4683476305	4693.0417790959	5123.5491042272	4237.9744312525
1206	2317.8245721445	2524.7509361389	4692.9759820587	5123.1243915898	4235.7265100116
1207	2315.6094136587	2527.0302773093	4692.9689358874	5122.7603864308	4233.4024402331
1208	2312.8429449401	2529.3049669292	4693.0151381374	5122.4614979676	4231.2222700255
1209	2309.6411558392	2531.5736007862	4693.1090863641	5122.2306171803	4229.3653802608
1210	2306.1200362066	2533.8347746676	4693.2452781231	5122.0645620999	4227.8484828642
1211	2302.3955758928	2536.0870843609	4693.4182109699	5121.9586325203	4226.6476225248
1212	2298.5837647483	2538.3291256537	4693.6223824600	5121.9081282350	4225.7388439314
1213	2294.8005926236	2540.5594943335	4693.8522901488	5121.9083490379	4225.0981917728
1214	2291.1620493694	2542.7767861876	4694.1024315918	5121.9545947227	4224.7017107381
1215	2287.7841248361	2544.9795970037	4694.3673043445	5122.0421650832	4224.5254455160
1216	2284.7828088743	2547.1665225691	4694.6414059624	5122.1663599130	4224.5454407955
1217	2282.2740913345	2549.3361586713	4694.9192340009	5122.3224790059	4224.7377412654
1218	2280.3739620673	2551.4871010979	4695.1952860157	5122.5058221556	4225.0783916146
1219	2279.1693426142	2553.6179456363	4695.4640595621	5122.7116891559	4225.5434365320
1220	2278.6308812811	2555.7272880741	4695.7200521956	5122.9353798005	4226.1089207065
1221	2278.7001580652	2557.8137241986	4695.9577614717	5123.1721938832	4226.7508888270
1222	2279.3187529632	2559.8758497973	4696.1716849459	5123.4174311976	4227.4453855823
1223	2280.4282459723	2561.9122606578	4696.3563201737	5123.6663915375	4228.1684556614
1224	2281.9702170894	2563.9215525676	4696.5061647106	5123.9143746967	4228.8961437532
1225	2283.8862463115	2565.9023213140	4696.6169212470	5124.1566804689	4229.6044945464
1226	2286.1179136355	2567.8531626847	4696.6891130132	5124.3886086478	4230.2695527300
1227	2288.6067990585	2569.7726724670	4696.7244683745	5124.6062630401	4230.8718214427
1228	2291.2944825774	2571.6594464484	4696.7247156962	5124.8089635045	4231.4096376219
1229	2294.1225441893	2573.5120804166	4696.6915833435	5124.9968339126	4231.8857966549
1230	2297.0325638910	2575.3291701588	4696.6267996818	5125.1699981361	4232.3030939291
1231	2299.9661216797	2577.1093114626	4696.5320930762	5125.3285800466	4232.6643248316
1232	2302.8647975522	2578.8511001155	4696.4091918920	5125.4727035157	4232.9722847498
1233	2305.6701715056	2580.5531319050	4696.2598244946	5125.6024924151	4233.2297690709
1234	2308.3238235369	2582.2140026185	4696.0857192492	5125.7180706164	4233.4395731822
1235	2310.7673336429	2583.8323080436	4695.8886045210	5125.8195619912	4233.6044924710
1236	2312.9539964830	2585.4066439676	4695.6702086753	5125.9070904113	4233.7273223246
1237	2314.8839653653	2586.9356061782	4695.4322600775	5125.9807797481	4233.8108581301
1238	2316.5691082602	2588.4177904627	4695.1764870927	5126.0407538734	4233.8578952750
1239	2318.0212931381	2589.8517926087	4694.9046180862	5126.0871366589	4233.8712291464
1240	2319.2523879693	2591.2362084036	4694.6183814234	5126.1200519760	4233.8536551317
1241	2320.2742607244	2592.5696336350	4694.3195054694	5126.1396236965	4233.8079686181
1242	2321.0987793735	2593.8506640902	4694.0097185896	5126.1459756920	4233.7369649929
1243	2321.7378118873	2595.0778955569	4693.6907491492	5126.1392318342	4233.6434396434
1244	2322.2032262359	2596.2499238224	4693.3643255135	5126.1195159946	4233.5301879567
1245	2322.5068903899	2597.3653446742	4693.0321760478	5126.0869520450	4233.4000053204
1246	2322.6606723196	2598.4227538999	4692.6960291172	5126.0416638569	4233.2556871215
1247	2322.6764399955	2599.4207472869	4692.3576130872	5125.9837753020	4233.1000287473
1248	2322.5660613878	2600.3579206227	4692.0186563230	5125.9134102519	4232.9358255852
1249	2322.3414044670	2601.2333393062	4691.6808871898	5125.8306925783	4232.7658730224
1250	2322.0143372035	2602.0479471820	4691.3460340529	5125.7357461528	4232.5929664462
1251	2321.5967275677	2602.8031577061	4691.0158252776	5125.6286948471	4232.4199012438
1252	2321.1004435300	2603.5003843345	4690.6919892291	5125.5096625327	4232.2494728026
1253	2320.5373530607	2604.1410405232	4690.3762542728	5125.3787730813	4232.0844765098
1254	2319.9193241303	2604.7265397283	4690.0703487738	5125.2361503646	4231.9277077526
1255	2319.2582247091	2605.2582954058	4689.7760010976	5125.0819182542	4231.7819619184
1256	2318.5659227675	2605.7377210116	4689.4949396092	5124.9162006216	4231.6500343944
1257	2317.8542862760	2606.1662300019	4689.2288926741	5124.7391213387	4231.5347205680
1258	2317.1351832049	2606.5452358325	4688.9795886574	5124.5508042769	4231.4388158263
1259	2316.4204815246	2606.8761519596	4688.7487559245	5124.3513733080	4231.3651155566
1260	2315.7220492055	2607.1603918392	4688.5381228405	5124.1409523036	4231.3164151463
1261	2315.0517542179	2607.3993689272	4688.3494177709	5123.9196651353	4231.2955099825
1262	2314.4214645324	2607.5944966796	4688.1843690808	5123.6876356747	4231.3051954527
1263	2313.8430481192	2607.7471885526	4688.0447051356	5123.4449877935	4231.3482669439
1264	2313.3283729488	2607.8588580021	4687.9316458320	5123.1918453633	4231.4275198436
1265	2312.8893069915	2607.9309184841	4687.8443771934	5122.9283322557	4231.5457495390
1266	2312.5377182178	2607.9647834546	4687.7815767748	5122.6547209771	4231.7049360978
1267	2312.2854745980	2607.9618663697	4687.7419221309	5122.3718785718	4231.9037983095
1268	2312.1444441026	2607.9235806854	4687.7240908167	5122.0808207189	4232.1402396441
1269	2312.1264947019	2607.8513398576	4687.7267603871	5121.7825630975	4232.4121635716
1270	2312.2434943662	2607.7465573424	4687.7486083971	5121.4781213866	4232.7174735620
1271	2312.5073110661	2607.6106465959	4687.7883124014	5121.1685112653	4233.0540730851
1272	2312.9257588535	2607.4450210740	4687.8445499550	5120.8547484127	4233.4198656111
1273	2313.4904361069	2607.2510942327	4687.9159986128	5120.5378485078	4233.8127546098
1274	2314.1888872863	2607.0302795281	4688.0013359298	5120.2188272296	4234.2306435513
1275	2315.0086568520	2606.7839904161	4688.0992394607	5119.8987002573	4234.6714359055
1276	2315.9372892641	2606.5136403529	4688.2083867606	5119.5784832699	4235.1330351423
1277	2316.9623289825	2606.2206427944	4688.3274553842	5119.2591919465	4235.6133447318
1278	2318.0713204675	2605.9064111965	4688.4551228866	5118.9418419661	4236.1102681440
1279	2319.2518081791	2605.5723590155	4688.5900668225	5118.6274490077	4236.6217088487
1280	2320.4913365775	2605.2198997071	4688.7309647470	5118.3170287505	4237.1455703160
1281	2321.7774501228	2604.8504467276	4688.8764942149	5118.0115968735	4237.6797560158
1282	2323.0976932750	2604.4654135328	4689.0253327811	5117.7121690557	4238.2221694182
1283	2324.4396104943	2604.0662135788	4689.1761580005	5117.4197609763	4238.7707139930
1284	2325.7907462407	2603.6542603217	4689.3276474281	5117.1353883143	4239.3232932102
1285	2327.1386449745	2603.2309672173	4689.4784786186	5116.8600667487	4239.8778105399
1286	2328.4708511557	2602.7977477219	4689.6273291271	5116.5948119585	4240.4321694520
1287	2329.7749092443	2602.3560152912	4689.7728765084	5116.3406396230	4240.9842734165
1288	2331.0383637006	2601.9071833815	4689.9137983174	5116.0985654211	4241.5320259033
1289	2332.2487589846	2601.4526654486	4690.0487721090	5115.8696050318	4242.0733303824
1290	2333.3936395565	2600.9938749487	4690.1764754381	5115.6547741343	4242.6060903238
1291	2334.4605498762	2600.5322253376	4690.2955858597	5115.4550884076	4243.1282091974
1292	2335.4370344040	2600.0691300715	4690.4047809286	5115.2715635308	4243.6375904733
1293	2336.3106376000	2599.6060026064	4690.5027381997	5115.1052151828	4244.1321376214
1294	2337.0689039243	2599.1442563982	4690.5881352279	5114.9570590429	4244.6097541116
1295	2337.6993778369	2598.6853049030	4690.6596495682	5114.8281107900	4245.0683434140
1296	2338.1896037979	2598.2305615768	4690.7159587754	5114.7193861032	4245.5058089985
1297	2338.5271262676	2597.7814398757	4690.7557404044	5114.6319006616	4245.9200543351
1298	2338.6994897060	2597.3393532555	4690.7776720102	5114.5666701442	4246.3089828937
1299	2338.6942385731	2596.9057151724	4690.7804311475	5114.5247102300	4246.6704981443
1300	2338.4989173292	2596.4819390824	4690.7626953715	5114.5070365983	4247.0025035570
1301	2338.1010704343	2596.0691033589	4690.7231422368	5114.5146649279	4247.3029026016
1302	2337.4882423485	2595.6669460457	4690.6604492985	5114.5486108980	4247.5695987482
1303	2336.6479775319	2595.2748701039	4690.5732941114	5114.6098901876	4247.8004954667
1304	2335.5678204447	2594.8922784947	4690.4603542304	5114.6995184758	4247.9934962271
1305	2334.2353155469	2594.5185741791	4690.3203072105	5114.8185114416	4248.1465044993
1306	2332.6380072987	2594.1531601185	4690.1518306065	5114.9678847642	4248.2574237533
1307	2330.7634401601	2593.7954392739	4689.9536019734	5115.1486541225	4248.3241574592
1308	2328.5991585913	2593.4448146066	4689.7242988660	5115.3618351957	4248.3446090868
1309	2326.1327070524	2593.1006890776	4689.4625988392	5115.6084436627	4248.3166821062
1310	2323.3516300035	2592.7624656481	4689.1671794480	5115.8894952027	4248.2382799873
1311	2320.2434719046	2592.4295472793	4688.8386227363	5116.2060054947	4248.1073062001
1312	2316.7957772160	2592.1013369324	4688.4851287042	5116.5575582879	4247.9236028972
1313	2312.9960903977	2591.7772375685	4688.1168018411	5116.9380096124	4247.6947669618
1314	2308.8531519375	2591.4566521488	4687.7437466361	5117.3397835682	4247.4303339597
1315	2304.4604864347	2591.1389836345	4687.3760675786	5117.7553042555	4247.1398394570
1316	2299.9328145158	2590.8236349866	4687.0238691576	5118.1769957745	4246.8328190193
1317	2295.3848568079	2590.5100091664	4686.6972558625	5118.5972822252	4246.5188082126
1318	2290.9313339377	2590.1975091351	4686.4063321826	5119.0085877079	4246.2073426027
1319	2286.6869665319	2589.8855378537	4686.1612026069	5119.4033363227	4245.9079577556
1320	2282.7664752176	2589.5734982835	4685.9719716249	5119.7739521698	4245.6301892369
1321	2279.2845806214	2589.2607933856	4685.8487437257	5120.1128593492	4245.3835726127
1322	2276.3560033702	2588.9468261212	4685.8016233985	5120.4124819612	4245.1776434488
1323	2274.0954640908	2588.6309994515	4685.8407151326	5120.6652441058	4245.0219373110
1324	2272.6176834101	2588.3127163375	4685.9761234173	5120.8635698833	4244.9259897652
1325	2272.0373819549	2587.9913797405	4686.2137751592	5120.9998833937	4244.8993363772
1326	2272.4315960050	2587.6663926217	4686.5428869347	5121.0686618080	4244.9480121130
1327	2273.7266244526	2587.3371579421	4686.9484977377	5121.0725945805	4245.0640495385
1328	2275.8110818431	2587.0030786630	4687.4156465621	5121.0164242362	4245.2359806197
1329	2278.5735827218	2586.6635577455	4687.9293724018	5120.9048933001	4245.4523373226
1330	2281.9027416338	2586.3179981507	4688.4747142506	5120.7427442972	4245.7016516131
