run	BC1	BC2	BC3	BC4	BC5
2847	2325.6689605713	2525.1746594944	4518.5123015316	4502.4994592066	4517.8108429262
2848	2327.7079696655	2526.0972826175	4518.2324106701	4502.4458742791	4517.6120617442
2849	2328.8972778320	2527.0553590920	4517.9620454180	4502.4098540643	4517.4090675336
2850	2329.4459228516	2528.0495759901	4517.7020699207	4502.3911550065	4517.2020754991
2851	2329.5419387817	2529.0806203843	4517.4533483232	4502.3895335495	4516.9913008456
2852	2329.3525161743	2530.1491793471	4517.2167447710	4502.4047461376	4516.7769587778
2853	2329.0236587524	2531.2559399508	4516.9931234090	4502.4365492147	4516.5592645007
2854	2328.6804733276	2532.3997778353	4516.7833483827	4502.4846992249	4516.3384332188
2855	2328.4269714355	2533.5723229098	4516.5882838372	4502.5489526123	4516.1146801372
2856	2328.3462066650	2534.7633936506	4516.4087939178	4502.6290658210	4515.8882204605
2857	2328.5003204346	2535.9628085344	4516.2457427695	4502.7247952950	4515.6592693935
2858	2328.9302062988	2537.1603860376	4516.0999945378	4502.8358974784	4515.4280421411
2859	2329.6559753418	2538.3459446368	4515.9724133678	4502.9621288153	4515.1947539081
2860	2330.6766281128	2539.5093028084	4515.8638634047	4503.1032457497	4514.9596198992
2861	2331.9701690674	2540.6402790291	4515.7752087938	4503.2590047257	4514.7228553192
2862	2333.4936141968	2541.7286917752	4515.7073136803	4503.4291621874	4514.4846753730
2863	2335.1829452515	2542.7643595234	4515.6610422093	4503.6134745788	4514.2452952653
2864	2336.9531707764	2543.7371007501	4515.6372585262	4503.8116983440	4514.0049302010
2865	2338.6982727051	2544.6367339318	4515.6368267761	4504.0235899271	4513.7637953848
2866	2340.2911758423	2545.4530775451	4515.6606111043	4504.2489057722	4513.5221060216
2867	2341.5838699341	2546.1759500664	4515.7094756560	4504.4874023233	4513.2800773161
2868	2342.4073410034	2546.7951699723	4515.7842845764	4504.7388360244	4513.0379244731
2869	2342.5715103149	2547.3005557394	4515.8859020108	4505.0029633197	4512.7958626974
2870	2341.8653335571	2547.6819258440	4516.0151921043	4505.2795406532	4512.5541071939
2871	2340.0567626953	2547.9290987627	4516.1730190022	4505.5681887663	4512.3128731673
2872	2336.8926467896	2548.0318929721	4516.3598825689	4505.8679855889	4512.0723758225
2873	2332.0989532471	2547.9801269486	4516.5748255460	4506.1778733483	4511.8328303642
2874	2325.3806076050	2662.9200000000	4516.8165263940	4506.4967942719	4511.5944519971
2875	2316.4215393066	2638.4800000000	4517.0836635737	4506.8236905870	4511.3574559263
2876	2304.8845367432	2627.9900000000	4517.3749155456	4507.1575045207	4511.1220573563
2877	2107.4318883986	2546.2027937443	4517.6889607706	4507.4971783005	4510.8884714920
2878	2107.4739993433	2545.3960784693	4518.0244777093	4507.8416541536	4510.6569135383
2879	2107.5153522443	2544.4576030493	4518.3801448223	4508.1898743073	4510.4275986999
2880	2107.5558867254	2543.3939638065	4518.7546405703	4508.5407809889	4510.2007421815
2881	2107.5955424101	2542.2117570632	4519.1466434141	4508.8933164256	4509.9765591881
2882	2107.6342589220	2540.9175791416	4519.5548318142	4509.2464228448	4509.7552649244
2883	2107.6719758848	2539.5180263640	4519.9778842314	4509.5990424738	4509.5370745952
2884	2107.7086329219	2538.0196950527	4520.4144791264	4509.9501175398	4509.3222034054
2885	2107.7441696570	2536.4291815299	4520.8632949598	4510.2985902701	4509.1108665596
2886	2107.7785257138	2534.7530821179	4521.3230101922	4510.6434028920	4508.9032792627
2887	2107.8116407157	2532.9979931390	4521.7923032845	4510.9834976328	4508.6996567195
2888	2107.8434542865	2531.1705109153	4522.2698526972	4511.3178167198	4508.5002141348
2889	2107.8739060497	2529.2772317693	4522.7543368910	4511.6453023803	4508.3051667134
2890	2107.9029356288	2527.3247520230	4523.2444343267	4511.9648968416	4508.1147296601
2891	2107.9304826476	2525.3196679989	4523.7388234648	4512.2755423309	4507.9291181797
2892	2107.9564867296	2523.2685760191	4524.2361827661	4512.5761810755	4507.7485474770
2893	2107.9808874984	2521.1780724059	4524.7351906912	4512.8657553028	4507.5732327567
2894	2108.0036245775	2519.0547534815	4525.2345257009	4513.1432072400	4507.4033892238
2895	2108.0246375907	2516.9052155684	4525.7328662557	4513.4074791144	4507.2392320829
2896	2108.0438661615	2514.7360549886	4526.2288908165	4513.6575131533	4507.0809765389
2897	2108.0612499134	2512.5538680644	4526.7212778438	4513.8922515839	4506.9288377966
2898	2108.0767284702	2510.3652511182	4527.2087057983	4514.1106366337	4506.7830310608
2899	2108.0902414553	2508.1768004722	4527.6898531407	4514.3116105298	4506.6437715362
2900	2108.1017284925	2505.9951124486	4528.1633983317	4514.4941154996	4506.5112744277
2901	2108.1111292052	2503.8267833697	4528.6280198320	4514.6570937702	4506.3857549401
2902	2108.1183832171	2501.6784095578	4529.0823961022	4514.7994875692	4506.2674282781
2903	2108.1234301519	2499.5565873350	4529.5252056031	4514.9202391236	4506.1565096467
2904	2108.1262096330	2497.4679130238	4529.9551267952	4515.0182906608	4506.0532142505
2905	2108.1266612841	2495.4189829463	4530.3708381393	4515.0925844081	4505.9577572943
2906	2108.1247247287	2493.4163934248	4530.7710180961	4515.1420625928	4505.8703539830
2907	2108.1203395906	2491.4667407816	4531.1543451262	4515.1656674422	4505.7912195214
2908	2108.1134454932	2489.5766213389	4531.5194976903	4515.1623411835	4505.7205691142
2909	2108.1039820603	2487.7526314190	4531.8651542491	4515.1310260441	4505.6586179663
2910	2108.0918889153	2486.0013673441	4532.1899932632	4515.0706642511	4505.6055812825
2911	2108.0771056819	2484.3294254366	4532.4926931934	4514.9801980321	4505.5616742675
2912	2108.0595719837	2482.7434020186	4532.7719325003	4514.8585696141	4505.5271121261
2913	2108.0392274442	2481.2498934124	4533.0263896447	4514.7047212245	4505.5021100632
2914	2108.0160116872	2479.8554959403	4533.2547430870	4514.5175950906	4505.4868832836
2915	2107.9898643361	2478.5668059246	4533.4556712882	4514.2961334396	4505.4816469920
2916	2107.9607250146	2477.3877498650	4533.6278527087	4514.0392784990	4505.4866163932
2917	2107.9285333462	2476.3115749712	4533.7699658094	4513.7459724958	4505.5020066921
2918	2107.8932289547	2475.3288586305	4533.8806890509	4513.4151576575	4505.5280330934
2919	2107.8547514635	2474.4301782300	4533.9587008938	4513.0457762114	4505.5649108020
2920	2107.8130404963	2473.6061111569	4534.0026797989	4512.6367703846	4505.6128550225
2921	2107.7680356766	2472.8472347985	4534.0113042268	4512.1870824046	4505.6720809600
2922	2107.7196766281	2472.1441265420	4533.9832526381	4511.6966093817	4505.7427233242
2923	2107.6679029744	2471.4873637746	4533.9172034937	4511.1690679595	4505.8245948456
2924	2107.6126543391	2470.8675238834	4533.8121119300	4510.6091296643	4505.9174277601
2925	2107.5538703457	2470.2751842558	4533.6680397876	4510.0214660229	4506.0209543031
2926	2107.4914906179	2469.7009222789	4533.4853255826	4509.4107485619	4506.1349067103
2927	2107.4254547793	2469.1371348458	4533.2643078315	4508.7816488077	4506.2590172174
2928	2107.3557024534	2468.5834968737	4533.0053250506	4508.1388382870	4506.3930180600
2929	2107.2821732639	2468.0415027853	4532.7087157563	4507.4869885263	4506.5366414739
2930	2107.2048068343	2467.5126470038	4532.3748184648	4506.8307710523	4506.6896196945
2931	2107.1235427883	2466.9984239520	4532.0039716924	4506.1748573915	4506.8516849577
2932	2107.0383207495	2466.5003280529	4531.5965139557	4505.5239190704	4507.0225694990
2933	2106.9490803414	2466.0198537295	4531.1527837708	4504.8826276158	4507.2020055541
2934	2106.8557611877	2465.5584954047	4530.6731196540	4504.2556545541	4507.3897253586
2935	2106.7583029120	2465.1177475014	4530.1578601219	4503.6476714120	4507.5854611482
2936	2106.6566451378	2464.6991044427	4529.6073436906	4503.0633497159	4507.7889451585
2937	2106.5507274887	2464.3040606514	4529.0219088765	4502.5073609926	4507.9999096253
2938	2106.4404895884	2463.9341105506	4528.4018941959	4501.9843767685	4508.2180867840
2939	2106.3258710605	2463.5907485632	4527.7476381652	4501.4990685703	4508.4432088705
2940	2106.2068115285	2463.2754691120	4527.0594793008	4501.0561079246	4508.6750081203
2941	2106.0832506160	2462.9897666202	4526.3377561188	4500.6601663578	4508.9132167691
2942	2105.9551279467	2462.7351355107	4525.5828071358	4500.3159153967	4509.1575670525
2943	2105.8223831442	2462.5130702063	4524.7949708680	4500.0280265677	4509.4077912062
2944	2105.6849558320	2462.3250651301	4523.9745858317	4499.8011713975	4509.6636214659
2945	2105.5427856337	2462.1726147050	4523.1219905433	4499.6400214126	4509.9247900671
2946	2105.3958121730	2462.0572133540	4522.2375235192	4499.5479882709	4510.1910292456
2947	2105.2439750735	2461.9803555000	4521.3215232756	4499.5234441550	4510.4620712370
2948	2105.0872139587	2461.9435355660	4520.3816295644	4499.5635013789	4510.7376482769
2949	2104.9254684522	2461.9491221274	4519.4546870799	4499.6652722565	4511.0174926010
2950	2104.7586781776	2462.0029803692	4518.5848417516	4499.8258691017	4511.3013364450
2951	2104.5867827586	2462.1118496289	4517.8162395095	4500.0424042283	4511.5889120445
2952	2104.4097218188	2462.2824692442	4517.1930262830	4500.3119899505	4511.8799516351
2953	2104.2274349817	2462.5215785524	4516.7593480021	4500.6317385820	4512.1741874525
2954	2104.0398618709	2462.8359168911	4516.5593505963	4500.9987624368	4512.4713517323
2955	2103.8469421100	2463.2322235979	4516.6371799954	4501.4101738287	4512.7711767102
2956	2103.6486153227	2463.7172380101	4517.0369821291	4501.8630850719	4513.0733946219
2957	2103.4448211325	2464.2976994655	4517.8029029271	4502.3546084800	4513.3777377030
2958	2103.2354991631	2464.9803473013	4518.9790883192	4502.8818563671	4513.6839381891
2959	2103.0205890380	2465.7719208553	4520.5910509453	4503.4419410471	4513.9917283160
2960	2102.8000303808	2466.6791594648	4522.5897702865	4504.0319748339	4514.3008403191
2961	2102.5737628151	2467.7088024674	4524.9075925341	4504.6490700415	4514.6110064343
2962	2102.3417259646	2468.8675892006	4527.4768638794	4505.2903389837	4514.9219588971
2963	2102.1038594528	2470.1622590020	4530.2299305137	4505.9528939744	4515.2334299432
2964	2101.8601029033	2471.5995512090	4533.0991386283	4506.6338473277	4515.5451518083
2965	2101.6103959398	2473.1862051591	4536.0168344146	4507.3303113573	4515.8568567280
2966	2101.3546781857	2474.9289601899	4538.9153640639	4508.0393983773	4516.1682769379
2967	2101.0928892648	2476.8345556389	4541.7270737674	4508.7584820682	4516.4791824555
2968	2100.8249688007	2478.9097308435	4544.3843097166	4509.4859815775	4516.7894944255
2969	2100.5508564168	2481.1569896465	4546.8194181027	4510.2205774193	4517.0991717743
2970	2100.2704917369	2483.5618939105	4548.9647451170	4510.9609501078	4517.4081734283
2971	2099.9838143844	2486.1057700035	4550.7675775865	4511.7057801570	4517.7164583141
2972	2099.6907639831	2488.7699442934	4552.2349648804	4512.4537480812	4518.0239853581
2973	2099.3912801566	2491.5357431481	4553.3888970036	4513.2035343944	4518.3307134866
2974	2099.0853025283	2494.3844929354	4554.2513639609	4513.9538196108	4518.6366016263
2975	2098.7727707219	2497.2975200232	4554.8443557572	4514.7032842445	4518.9416087035
2976	2098.4536243611	2500.2561507795	4555.1898623974	4515.4506088096	4519.2456936447
2977	2098.1278030694	2503.2417115721	4555.3098738863	4516.1944738204	4519.5488153763
2978	2097.7952464704	2506.2355287690	4555.2263802288	4516.9335597908	4519.8509328248
2979	2097.4558941876	2509.2189287379	4554.9613714297	4517.6665472351	4520.1520049167
2980	2097.1096858448	2512.1732378469	4554.5368374938	4518.3921166673	4520.4519905784
2981	2096.7565610656	2515.0797824637	4553.9747684262	4519.1071159478	4520.7508487363
2982	2096.3964594734	2517.9198889564	4553.2971542315	4519.8010623212	4521.0485383170
2983	2096.0293206919	2520.6748836927	4552.5259849148	4520.4616403784	4521.3450182469
2984	2095.6550843447	2523.3260930405	4551.6832504807	4521.0765347103	4521.6402474523
2985	2095.2736900555	2525.8548433678	4550.7909409342	4521.6334299077	4521.9341848599
2986	2094.8850774477	2528.2424610425	4549.8710462802	4522.1200105613	4522.2267893960
2987	2094.4891861451	2530.4702724324	4548.9455565235	4522.5239612622	4522.5180199871
2988	2094.0859557711	2532.5196039054	4548.0364616690	4522.8329666010	4522.8078355596
2989	2093.6753723103	2534.3746438842	4547.1657517215	4523.0347111687	4523.0961950400
2990	2093.2576071905	2536.0310290105	4546.3554166859	4523.1202017679	4523.3830573548
2991	2092.8328782003	2537.4872579807	4545.6274465670	4523.0937340485	4523.6683814304
2992	2092.4014031286	2538.7418294912	4545.0038313697	4522.9629258721	4523.9521261932
2993	2091.9633997639	2539.7932422385	4544.5015995396	4522.7353951004	4524.2342505698
2994	2091.5190858950	2540.6399949191	4544.1179332847	4522.4187595952	4524.5147134865
2995	2091.0686793105	2541.2805862294	4543.8450532539	4522.0206372180	4524.7934738699
2996	2090.6123977991	2541.7135148658	4543.6751800961	4521.5486458306	4525.0704906463
2997	2090.1504591496	2541.9372795249	4543.6005344601	4521.0104032946	4525.3457227423
2998	2089.6830811507	2541.9503789029	4543.6133369946	4520.4135274717	4525.6191290843
2999	2089.2104815909	2541.7513116965	4543.7058083486	4519.7656362236	4525.8906685987
3000	2088.7328782590	2541.3385766020	4543.8701691708	4519.0743474120	4526.1603002120
3001	2088.2504889438	2540.7106723158	4544.0986401101	4518.3472788985	4526.4279828507
3002	2087.7635314338	2539.8660975345	4544.3834418152	4517.5920485449	4526.6936754412
3003	2087.2722235178	2538.8033509545	4544.7167949351	4516.8162742127	4526.9573369099
3004	2086.7767829845	2537.5209312722	4545.0909201185	4516.0275737637	4527.2189261833
3005	2086.2774276226	2536.0173371840	4545.4980380143	4515.2335650595	4527.4784021880
3006	2085.7743752207	2534.2910673865	4545.9303692713	4514.4418659619	4527.7357238502
3007	2085.2678435676	2532.3439065695	4546.3801345383	4513.6600943325	4527.9908500965
3008	2084.7580504519	2530.1907833968	4546.8395544641	4512.8958680329	4528.2437398534
3009	2084.2452136623	2527.8499125255	4547.3008496976	4512.1554620755	4528.4943520473
3010	2199.1495456696	2525.3395086130	4547.7562408876	4511.4397800750	4528.7426456046
3011	2197.7361822128	2522.6777863163	4548.1979486829	4510.7483827968	4528.9885794518
3012	2196.7172555923	2519.8829602928	4548.6181937324	4510.0808310062	4529.2321125153
3013	2196.0481920242	2516.9732451996	4549.0091966848	4509.4366854685	4529.4732037217
3014	2195.6862497330	2513.9668556939	4549.3631781890	4508.8155069491	4529.7118119973
3015	2195.5905265808	2510.8820064329	4549.6723588939	4508.2168562133	4529.9478962686
3016	2195.7219495773	2507.7369120739	4549.9289594482	4507.6402940266	4530.1814154621
3017	2196.0432825089	2504.5497872741	4550.1252005007	4507.0853811541	4530.4123285042
3018	2196.5191192627	2608.5700000000	4550.2533027004	4506.5516783614	4530.6405943214
3019	2197.1158885956	2636.0200000000	4550.3074681396	4506.0387464137	4530.8661718402
3020	2197.8018522263	2494.9183768017	4550.2898246852	4505.5461460763	4531.0890199869
3021	2198.5471134186	2491.7452768106	4550.2044816479	4505.0734381147	4531.3090976881
3022	2199.3235931396	2488.6212196647	4550.0555483381	4504.6201832942	4531.5263638701
3023	2200.1050596237	2485.5644200213	4549.8471340663	4504.1859423801	4531.7407774596
3024	2200.8671073914	2482.5930925375	4549.5833481432	4503.7702761378	4531.9522973828
3025	2201.5871620178	2479.7254518705	4549.2682998792	4503.3727453326	4532.1608825663
3026	2202.2444896698	2476.9797126775	4548.9060985849	4502.9929107299	4532.3664919365
3027	2202.8201923370	2474.3740896159	4548.5008535708	4502.6303330950	4532.5690844199
3028	2203.2971916199	2471.9267973427	4548.0566741475	4502.2845731932	4532.7686189429
3029	2203.6602535248	2469.6560505151	4547.5776696255	4501.9551917900	4532.9650544319
3030	2203.8959779739	2467.5800637905	4547.0679493153	4501.6417496506	4533.1583498135
3031	2203.9927911758	2465.7170518260	4546.5316225276	4501.3438075405	4533.3484640141
3032	2203.9409580231	2464.0852292788	4545.9727985727	4501.0609262249	4533.5353559602
3033	2203.7325754166	2462.7028108060	4545.3955867612	4500.7926664692	4533.7189845781
3034	2203.3615732193	2461.5880110651	4544.8040964038	4500.5385890387	4533.8993087944
3035	2202.8237171173	2460.7590447130	4544.2024368109	4500.2982546989	4534.0762875355
3036	2202.1166019440	2460.2280621571	4543.5947172931	4500.0712242150	4534.2498797278
3037	2201.2396602631	2459.9829568043	4542.9850471608	4499.8570583524	4534.4200442979
3038	2200.1941556931	2460.0055578115	4542.3775357247	4499.6553178765	4534.5867401721
3039	2198.9831876755	2460.2776943357	4541.7762922953	4499.4655635525	4534.7499262770
3040	2197.6116828918	2460.7811955339	4541.1854261831	4499.2873561459	4534.9095615389
3041	2196.0864095688	2461.4978905629	4540.6090466987	4499.1202564220	4535.0656048844
3042	2194.4159669876	2590.6600000000	4540.0512631525	4498.9638251461	4535.2180152398
3043	2192.6107826233	2463.4981787416	4539.5154481634	4498.8176230836	4535.3667515317
3044	2190.6831188202	2464.7454302051	4539.0020275831	4498.6812109998	4535.5117726865
3045	2188.6470813751	2466.1331921273	4538.5106905715	4498.5541496602	4535.6530376307
3046	2186.5185956955	2467.6432936652	4538.0411262884	4498.4359998299	4535.7905052906
3047	2184.3154315948	2469.2575639757	4537.5930238939	4498.3263222744	4535.9241345928
3048	2182.0571823120	2470.9578322157	4537.1660725479	4498.2246777591	4536.0538844637
3049	2179.7652778625	2472.7259275423	4536.7599614103	4498.1306270492	4536.1797138298
3050	2177.4629926682	2474.5436791123	4536.3743796409	4498.0437309101	4536.3015816175
3051	2175.1754198074	2476.3929160827	4536.0090163998	4497.9635501073	4536.4194467533
3052	2172.9294958115	2478.2554676106	4535.6635608469	4497.8896454059	4536.5332681637
3053	2170.7539787292	2480.1131628527	4535.3377021421	4497.8215775714	4536.6430047750
3054	2168.6794681549	2481.9478309661	4535.0311294452	4497.7589073691	4536.7486155137
3055	2166.7384033203	2483.7413011077	4534.7435319164	4497.7011955644	4536.8500593063
3056	2164.9650497437	2485.4754024345	4534.4745987153	4497.6480029226	4536.9472950793
3057	2163.3955001831	2487.1353385340	4534.2240190021	4497.5988902090	4537.0402817591
3058	2162.0676937103	2488.7198107157	4533.9914819366	4497.5534181891	4537.1289782722
3059	2161.0213871002	2490.2308947201	4533.7766766788	4497.5111476281	4537.2133435450
3060	2160.2981920242	2491.6706662872	4533.5792923885	4497.4717274885	4537.2933878846
3061	2159.9415330887	2493.0412011573	4533.3990182257	4497.4351595216	4537.3693271208
3062	2159.9966764450	2494.3445750705	4533.2355433504	4497.4015336756	4537.4414284642
3063	2160.5107269287	2495.5828637671	4533.0885569224	4497.3709398988	4537.5099591251
3064	2161.5326147079	2496.7581429874	4532.9577481016	4497.3434681396	4537.5751863141
3065	2163.1131076813	2497.8724884714	4532.8428060481	4497.3192083462	4537.6373772417
3066	2165.3048076630	2498.9279759595	4532.7434199217	4497.2982504670	4537.6967991183
3067	2168.1621408463	2499.9266811918	4532.6592788824	4497.2806844503	4537.7537191543
3068	2171.7413806915	2500.8706799086	4532.5900720900	4497.2666002443	4537.8084045603
3069	2176.1006269455	2501.7620478500	4532.5354887046	4497.2560877974	4537.8611225468
3070	2181.2998113632	2502.6028607563	4532.4952178859	4497.2492370580	4537.9121403241
3071	2187.4007062912	2503.3951943677	4532.4689487941	4497.2461379742	4537.9617251029
3072	2194.4669036865	2504.1411244243	4532.4563705889	4497.2468804945	4538.0101440935
3073	2055.0588280163	2504.8427266665	4532.4571724303	4497.2515545671	4538.0576645064
3074	2054.8153091689	2505.5020768344	4532.4710434782	4497.2602501404	4538.1045535522
3075	2054.5831207013	2506.1212506682	4532.4976728927	4497.2730571626	4538.1510784412
3076	2054.3624804022	2506.7023239081	4532.5367498335	4497.2900655821	4538.1975063840
3077	2054.1536060603	2507.2473722944	4532.5879634606	4497.3113653472	4538.2441045910
3078	2053.9567154642	2507.7584715673	4532.6510029339	4497.3370464061	4538.2911402727
3079	2053.7720264026	2508.2376974669	4532.7255574135	4497.3671987072	4538.3388806396
3080	2053.5997566643	2508.6871257335	4532.8113160591	4497.4019121989	4538.3875929021
3081	2053.4401240380	2509.1088321073	4532.9079680307	4497.4412768294	4538.4375442708
3082	2053.2933463122	2509.5048923284	4533.0152024883	4497.4853825470	4538.4890019560
3083	2053.1596412758	2509.8773821373	4533.1327085917	4497.5343193000	4538.5422331684
3084	2053.0392267174	2510.2283772739	4533.2601755009	4497.5881770368	4538.5975051183
3085	2052.9323204256	2510.5599534786	4533.3972923759	4497.6470457056	4538.6550850162
3086	2052.8391401893	2510.8741864915	4533.5437483765	4497.7110152548	4538.7152400726
3087	2052.7599037970	2511.1731520528	4533.6992326627	4497.7801756327	4538.7782374979
3088	2052.6948290375	2511.4589259029	4533.8634343943	4497.8546167876	4538.8443445028
3089	2052.6441336995	2511.7335837818	4534.0360427314	4497.9344286677	4538.9138282975
3090	2052.6080355716	2511.9992014298	4534.2167468339	4498.0197012215	4538.9869560926
3091	2052.5867524426	2512.2578545872	4534.4052358616	4498.1105243972	4539.0639950986
3092	2052.5805021011	2512.5116189940	4534.6011989745	4498.2069881431	4539.1452125260
3093	2052.5895023359	2512.7625703906	4534.8043253325	4498.3091824076	4539.2308755852
3094	2052.6139709355	2513.0127845171	4535.0143040956	4498.4171971389	4539.3212514866
3095	2052.6541256888	2513.2643371137	4535.2308244237	4498.5311222854	4539.4166074408
3096	2052.7101843844	2513.5193039207	4535.4535754767	4498.6510477953	4539.5172106583
3097	2052.7823648110	2513.7797606783	4535.6822464145	4498.7770636171	4539.6233283494
3098	2052.8708847573	2514.0477831267	4535.9165263971	4498.9092596989	4539.7352277248
3099	2052.9759620119	2514.3254470060	4536.1561045843	4499.0477259891	4539.8531759948
3100	2053.0978143636	2514.6148280566	4536.4006701362	4499.1925524361	4539.9774403700
3101	2053.2366596011	2514.9180020185	4536.6499122126	4499.3438289880	4540.1082880607
3102	2053.3927155131	2515.2370446321	4536.9035199735	4499.5016455933	4540.2459862776
3103	2053.5661998882	2515.5740316376	4537.1611765754	4499.6660922002	4540.3908022310
3104	2053.7573305151	2515.9310387751	4537.4225411622	4499.8372587571	4540.5430031314
3105	2053.9663251825	2516.3101417848	4537.6872668741	4500.0152352123	4540.7028561894
3106	2054.1934016792	2516.7134164070	4537.9550068515	4500.2001115140	4540.8706286153
3107	2054.4386634623	2517.1429383819	4538.2254142349	4500.3919776106	4541.0465876197
3108	2054.7017566627	2517.6007834497	4538.4981421645	4500.5909234504	4541.2310004130
3109	2054.9822130800	2518.0890273506	4538.7728437809	4500.7970389817	4541.4241342057
3110	2055.2795645136	2518.6097458248	4539.0491722243	4501.0104141528	4541.6262562083
3111	2055.5933427629	2519.1650146126	4539.3267806351	4501.2311389121	4541.8376336312
3112	2055.9230796275	2519.7569094541	4539.6053221538	4501.4593032077	4542.0585336850
3113	2056.2683069068	2520.3867016609	4539.8844499206	4501.6949969882	4542.2892235801
3114	2056.6285564002	2521.0524448307	4540.1638170761	4501.9383102016	4542.5299705269
3115	2057.0033599073	2521.7513881322	4540.4430767605	4502.1893327965	4542.7810417360
3116	2057.3922492275	2522.4807807344	4540.7218821143	4502.4481547210	4543.0427044178
3117	2057.7947561602	2523.2378718061	4540.9998862778	4502.7147457932	4543.3150883347
3118	2058.2104125050	2524.0199105164	4541.2767423914	4502.9885953100	4543.5977734562
3119	2058.6387500612	2524.8241460341	4541.5521035956	4503.2690724380	4543.8902023037
3120	2059.0793006284	2525.6478275281	4541.8256230306	4503.5555463437	4544.1918173988
3121	2059.5315960060	2526.4882041673	4542.0969538369	4503.8473861937	4544.5020612629
3122	2059.9951679935	2527.3425251207	4542.3657491548	4504.1439611547	4544.8203764174
3123	2060.4695483903	2528.2080395572	4542.6316621248	4504.4446403932	4545.1462053838
3124	2060.9542689960	2529.0819966455	4542.8943458871	4504.7487930757	4545.4789906834
3125	2061.4488616099	2529.9616455548	4543.1534535823	4505.0557883690	4545.8181748379
3126	2061.9528580315	2530.8442354538	4543.4086383506	4505.3649954395	4546.1632003685
3127	2062.4657900604	2531.7270155116	4543.6595533325	4505.6757834539	4546.5135097968
3128	2062.9871894959	2532.6072348969	4543.9058516683	4505.9875215788	4546.8685456441
3129	2063.5165881376	2533.4821427788	4544.1471864985	4506.2995789807	4547.2277504320
3130	2064.0535177848	2534.3489883260	4544.3832109633	4506.6113248262	4547.5905666819
3131	2064.5975102371	2535.2050207076	4544.6135782033	4506.9221282819	4547.9564369152
3132	2065.1480972939	2536.0474890925	4544.8379413587	4507.2313585145	4548.3248036533
3133	2065.7048107548	2536.8736426495	4545.0559535700	4507.5383846904	4548.6951094178
3134	2066.2671824190	2537.6807305475	4545.2672679774	4507.8425759763	4549.0667967300
3135	2066.8347440862	2538.4660019556	4545.4715377215	4508.1433015388	4549.4393081115
3136	2067.4070275558	2539.2267060425	4545.6684159426	4508.4399305444	4549.8120860835
3137	2067.9835646272	2539.9600919772	4545.8575557811	4508.7318321598	4550.1845731677
3138	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
3139	2069.1475267735	2541.3339060656	4546.2112328717	4509.2989298861	4550.9264447581
3140	2069.7340154472	2541.9688325572	4546.3750764046	4509.5728643302	4551.2947143072
3141	2070.3228849207	2542.5654375721	4546.5297941165	4509.8395480504	4551.6604630542
3142	2070.9136669933	2543.1209702795	4546.6750391476	4510.0983502133	4552.0231335205
3143	2071.5058934645	2543.6326798480	4546.8104646383	4510.3486399854	4552.3821682275
3144	2072.0990961339	2544.0978154468	4546.9357237291	4510.5897865334	4552.7370096968
3145	2072.6928068008	2544.5136262446	4547.0504695604	4510.8211590239	4553.0871004497
3146	2073.2865572648	2544.8773614104	4547.1543552725	4511.0421266233	4553.4318830077
3147	2073.8798793252	2545.1862701131	4547.2470340058	4511.2520584984	4553.7707998922
3148	2074.4723047816	2545.4376015216	4547.3281589006	4511.4503238157	4554.1032936248
3149	2075.0633654334	2545.6286048048	4547.3973830974	4511.6362917418	4554.4288067267
3150	2075.6525930801	2545.7565291316	4547.4543597366	4511.8093314433	4554.7467817195
3151	2076.2395195211	2545.8186236710	4547.4987419585	4511.9688120867	4555.0566611247
3152	2076.8236765560	2545.8121375918	4547.5303933517	4512.1141028387	4555.3578874635
3153	2077.4045959841	2545.7343200630	4547.5500192977	4512.2445728659	4555.6499032577
3154	2077.9818096050	2545.5824202534	4547.5585356263	4512.3595913348	4555.9321510284
3155	2078.5548492181	2545.3550661523	4547.5568581670	4512.4585274119	4556.2040732972
3156	2079.1233014247	2545.0564010297	4547.5459027496	4512.5407502640	4556.4651125856
3157	2079.6869720338	2544.6919469759	4547.5265852039	4512.6056290576	4556.7147114150
3158	2080.2457216561	2544.2672260814	4547.4998213594	4512.6525329593	4556.9523123068
3159	2080.7994109023	2543.7877604365	4547.4665270460	4512.6808311357	4557.1773577825
3160	2081.3479003832	2543.2590721315	4547.4276180932	4512.6898927533	4557.3892903635
3161	2081.8910507096	2542.6866832568	4547.3840103309	4512.6790869787	4557.5875525712
3162	2082.4287224922	2542.0761159027	4547.3366195886	4512.6477829786	4557.7715869272
3163	2082.9607763418	2541.4328921596	4547.2863616961	4512.5956644437	4557.9409609634
3164	2083.4870728692	2540.7625341178	4547.2341524831	4512.5236731619	4558.0957422545
3165	2084.0074726850	2540.0705638677	4547.1809077793	4512.4330654449	4558.2361233856
3166	2084.5218364001	2539.3625034996	4547.1275434144	4512.3250976049	4558.3622969418
3167	2085.0300246253	2538.6438751039	4547.0749752181	4512.2010259538	4558.4744555084
3168	2085.5318979712	2537.9202007710	4547.0241190200	4512.0621068035	4558.5727916705
3169	2086.0273170487	2537.1970025911	4546.9758906499	4511.9095964661	4558.6574980133
3170	2086.5161424684	2536.4798026547	4546.9312059376	4511.7447512534	4558.7287671219
3171	2086.9982348413	2535.7741230521	4546.8909807125	4511.5688274775	4558.7867915816
