1916;C 4.5Gev/nucl  (Target C - 9mm)
1917;C 4.5Gev/nucl  (Target C - 9mm)
1918;C 4.5Gev/nucl  (Target C - 9mm)
1919;C 4.5Gev/nucl  (Target C - 9mm)
1920;C 4.5Gev/nucl  (Target C - 9mm)
1921;C 4.5Gev/nucl  (Target C - 9mm)
1922;C 4.5Gev/nucl  (Target C - 9mm)
1924;C 4.5Gev/nucl  (Target C - 9mm)
1925;C 4.5Gev/nucl  (Target C - 9mm)
1926;C 4.5Gev/nucl  (Target C - 9mm)
1927;C 4.5Gev/nucl  (Target C - 9mm)
1928;C 4.5Gev/nucl  (Target C - 9mm)
1929;C 4.5Gev/nucl  (Target C - 9mm)
1930;C 4.5Gev/nucl  (Target Al - 12mm)
1933;C 4.5Gev/nucl  (Target Al - 12mm)
1936;C 4.5Gev/nucl  (Target Al - 12mm)
1937;C 4.5Gev/nucl  (Target Al - 12mm)
1938;C 4.5Gev/nucl  (Target Al - 12mm)
1939;C 4.5Gev/nucl  (Target Al - 12mm)
1940;C 4.5Gev/nucl  (Target Al - 12mm)
1941;C 4.5Gev/nucl  (Target Al - 12mm)
1942;C 4.5Gev/nucl  (Target Al - 12mm)
1944;C 4.5Gev/nucl  (Target Al - 12mm)
1945;C 4.5Gev/nucl  (Target Al - 12mm)
1948;C 4.5Gev/nucl  (Target Al - 12mm)
1950;C 4.5Gev/nucl  (Target Al - 12mm)
1952;C 4.5Gev/nucl  (Target Al - 12mm)
1953;C 4.5Gev/nucl  (Target Cu - 5mm)
1954;C 4.5Gev/nucl  (Target Cu - 5mm)
1955;C 4.5Gev/nucl  (Target Cu - 5mm)
1956;C 4.5Gev/nucl  (Target Cu - 5mm)
1957;C 4.5Gev/nucl  (Target Cu - 5mm)
1958;C 4.5Gev/nucl  (Target Cu - 5mm)
1959;C 4.5Gev/nucl  (Target Cu - 5mm)
1960;C 4.5Gev/nucl  (Target Cu - 5mm)
1961;C 4.5Gev/nucl  (Target Cu - 5mm)
1962;C 4.5Gev/nucl  (Target Cu - 5mm)
1963;C 3.5Gev/nucl  (Target Cu - 5mm)
1964;C 4.5Gev/nucl  (Target Cu - 5mm)
1966;C 4.5Gev/nucl  (Target C - 9mm)
1967;C 4.5Gev/nucl  (Target C - 9mm)
1968;C 4.5Gev/nucl  (Target C - 9mm)
1969;C 4.5Gev/nucl  (Target C - 9mm)
1970;C 4.5Gev/nucl  (Target C - 9mm)
1972;C 4.5Gev/nucl  (Target C - 9mm)
1973;C 4.5Gev/nucl  (Target C - 9mm)
1974;C 4.5Gev/nucl  (Target C - 9mm)
1975;C 4.5Gev/nucl  (Target C - 9mm)
1976;C 4.5Gev/nucl  (Target C - 9mm)
1978;C 4.5Gev/nucl  (Target C - 9mm)
1979;C 4.5Gev/nucl  (Target C - 9mm)
1980;C 4.5Gev/nucl  (Target C - 9mm)
1981;C 4.5Gev/nucl  (Target C - 9mm)
1982;C 4.5Gev/nucl  (Target C - 9mm)
1983;C 5.14Gev/nucl  (Target C - 9mm)
1985;C 5.14Gev/nucl  (Target C - 9mm)
1986;C 5.14Gev/nucl  (Target C - 9mm)
1987;C 5.14Gev/nucl  (Target C - 9mm)
1988;C 5.14Gev/nucl  (Target C - 9mm)
1989;C 5.14Gev/nucl  (Target C - 9mm)
1990;C 5.14Gev/nucl  (Target C - 9mm)
1991;C 5.14Gev/nucl  (Target C - 9mm)
1992;C 5.14Gev/nucl  (Target C - 9mm)
None;
